Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
Least Angle Regression,16767.9578,2674757586.8409,24999.051,-500807485.7961,4.3237,8669.1826,0.305,"(3, 5, 12)"
Extra Trees Regressor,1.047,2.0321,1.4185,0.6077,0.4719,0.3492,0.409,"(3, 5, 13)"
Light Gradient Boosting Machine,1.1328,2.2939,1.5082,0.5557,0.4954,0.4015,0.336,"(3, 5, 13)"
Random Forest Regressor,1.1848,2.5026,1.5756,0.5168,0.5142,0.3971,0.69,"(3, 5, 13)"
Gradient Boosting Regressor,1.286,2.8803,1.6913,0.443,0.5443,0.4372,0.528,"(3, 5, 13)"
Decision Tree Regressor,1.4756,5.1,2.2534,0.0016,0.6886,0.554,0.275,"(3, 5, 13)"
Linear Regression,1.5897,4.0988,2.0199,0.2048,0.6264,0.5671,0.256,"(3, 5, 13)"
Ridge Regression,1.6654,4.3795,2.0882,0.1508,0.6479,0.5933,0.294,"(3, 5, 13)"
Bayesian Ridge,1.6806,4.4265,2.0996,0.1413,0.6509,0.6034,0.269,"(3, 5, 13)"
AdaBoost Regressor,1.7413,4.3212,2.0761,0.1583,0.6776,0.714,0.347,"(3, 5, 13)"
Huber Regressor,1.7595,5.1102,2.2533,0.0138,0.6553,0.5952,0.278,"(3, 5, 13)"
Orthogonal Matching Pursuit,1.7864,4.8363,2.1938,0.0633,0.6689,0.6665,0.287,"(3, 5, 13)"
K Neighbors Regressor,1.8096,5.2815,2.2908,-0.0216,0.685,0.6638,0.303,"(3, 5, 13)"
Elastic Net,1.8195,4.9919,2.2297,0.0321,0.6798,0.6888,0.291,"(3, 5, 13)"
Lasso Regression,1.8274,5.0324,2.2388,0.0241,0.6827,0.6907,0.297,"(3, 5, 13)"
Lasso Least Angle Regression,1.8274,5.0324,2.2388,0.0241,0.6827,0.6907,0.29,"(3, 5, 13)"
Dummy Regressor,1.879,5.2282,2.2821,-0.0138,0.6943,0.7172,0.303,"(3, 5, 13)"
Passive Aggressive Regressor,2.226,7.7427,2.7425,-0.4881,0.7895,0.9453,0.293,"(3, 5, 13)"
Least Angle Regression,904699.1914,11722156855092.268,1157114.5013,-2208122581446.1187,6.4902,448264.3313,0.293,"(3, 5, 13)"
Extra Trees Regressor,1.0779,2.2481,1.494,0.5832,0.4857,0.3277,0.371,"(3, 5, 15)"
Light Gradient Boosting Machine,1.1511,2.5372,1.5881,0.5298,0.5052,0.3716,0.367,"(3, 5, 15)"
Random Forest Regressor,1.1647,2.5387,1.5902,0.5289,0.5137,0.3605,0.652,"(3, 5, 15)"
Gradient Boosting Regressor,1.2663,2.9029,1.6978,0.4628,0.5393,0.3999,0.503,"(3, 5, 15)"
Decision Tree Regressor,1.4673,5.0561,2.2419,0.061,0.687,0.5255,0.269,"(3, 5, 15)"
Linear Regression,1.5767,4.2169,2.0485,0.2227,0.6201,0.5391,0.286,"(3, 5, 15)"
Ridge Regression,1.6605,4.5191,2.1223,0.1648,0.6458,0.5765,0.272,"(3, 5, 15)"
Bayesian Ridge,1.6814,4.5653,2.1334,0.156,0.6487,0.5914,0.299,"(3, 5, 15)"
Huber Regressor,1.7405,4.9873,2.2303,0.0775,0.6479,0.5955,0.278,"(3, 5, 15)"
AdaBoost Regressor,1.7472,4.4796,2.1153,0.1687,0.689,0.7145,0.335,"(3, 5, 15)"
Orthogonal Matching Pursuit,1.7754,4.94,2.2196,0.0862,0.6673,0.648,0.294,"(3, 5, 15)"
Elastic Net,1.7951,4.9795,2.2286,0.0793,0.6714,0.669,0.305,"(3, 5, 15)"
K Neighbors Regressor,1.8036,5.3933,2.3161,0.0057,0.6893,0.6469,0.319,"(3, 5, 15)"
Lasso Regression,1.8068,5.031,2.2402,0.0698,0.6749,0.6761,0.318,"(3, 5, 15)"
Lasso Least Angle Regression,1.8068,5.031,2.2402,0.0698,0.6749,0.6761,0.287,"(3, 5, 15)"
Dummy Regressor,1.8946,5.4169,2.3252,-0.0019,0.6965,0.7119,0.3,"(3, 5, 15)"
Passive Aggressive Regressor,2.2671,8.2332,2.8438,-0.5129,0.7902,0.9107,0.286,"(3, 5, 15)"
Least Angle Regression,870.2504,9365757.7511,1185.2253,-1826096.2268,3.0554,484.2562,0.288,"(3, 5, 15)"
Extra Trees Regressor,1.0744,2.1644,1.4637,0.5836,0.4819,0.3466,0.425,"(3, 5, 16)"
Light Gradient Boosting Machine,1.156,2.4726,1.5668,0.5237,0.5081,0.3908,0.397,"(3, 5, 16)"
Random Forest Regressor,1.2067,2.6647,1.6267,0.4862,0.5257,0.3883,0.687,"(3, 5, 16)"
Gradient Boosting Regressor,1.3038,2.9412,1.7099,0.4329,0.5518,0.4326,0.539,"(3, 5, 16)"
Decision Tree Regressor,1.4901,5.221,2.2752,-0.0154,0.6904,0.5688,0.309,"(3, 5, 16)"
Linear Regression,1.5836,4.0351,2.0046,0.2167,0.6301,0.5521,0.332,"(3, 5, 16)"
Ridge Regression,1.6647,4.324,2.076,0.1617,0.6493,0.584,0.304,"(3, 5, 16)"
AdaBoost Regressor,1.6886,4.1687,2.0385,0.1925,0.6744,0.6439,0.332,"(3, 5, 16)"
Bayesian Ridge,1.6891,4.4156,2.0978,0.1444,0.655,0.5985,0.268,"(3, 5, 16)"
Huber Regressor,1.7431,4.9701,2.2236,0.0418,0.6552,0.5774,0.282,"(3, 5, 16)"
Orthogonal Matching Pursuit,1.7866,4.8272,2.193,0.0661,0.6757,0.65,0.312,"(3, 5, 16)"
Elastic Net,1.803,4.8664,2.2015,0.0596,0.6813,0.6576,0.28,"(3, 5, 16)"
Lasso Regression,1.8125,4.913,2.2117,0.0513,0.6845,0.6604,0.274,"(3, 5, 16)"
Lasso Least Angle Regression,1.8125,4.913,2.2117,0.0513,0.6845,0.6604,0.271,"(3, 5, 16)"
K Neighbors Regressor,1.8229,5.3458,2.3066,-0.0346,0.6971,0.6483,0.297,"(3, 5, 16)"
Dummy Regressor,1.8771,5.2062,2.2766,-0.0047,0.6989,0.6932,0.286,"(3, 5, 16)"
Passive Aggressive Regressor,2.2966,8.4898,2.8801,-0.6562,0.8429,0.92,0.278,"(3, 5, 16)"
Least Angle Regression,472.1608,1709338.0456,622.5139,-315986.0517,3.0697,220.4406,0.307,"(3, 5, 16)"
Extra Trees Regressor,1.1112,2.3007,1.5126,0.5956,0.4976,0.3483,0.379,"(3, 5, 17)"
Light Gradient Boosting Machine,1.2075,2.6494,1.6247,0.533,0.5295,0.401,0.347,"(3, 5, 17)"
Random Forest Regressor,1.2512,2.795,1.6698,0.5079,0.5408,0.3899,0.662,"(3, 5, 17)"
Gradient Boosting Regressor,1.3569,3.1883,1.7827,0.4382,0.5705,0.437,0.546,"(3, 5, 17)"
Decision Tree Regressor,1.5644,5.3844,2.317,0.0542,0.7211,0.5531,0.334,"(3, 5, 17)"
Linear Regression,1.6893,4.6135,2.1457,0.1859,0.6611,0.5697,0.289,"(3, 5, 17)"
Ridge Regression,1.7755,4.9065,2.2129,0.1356,0.6823,0.6081,0.296,"(3, 5, 17)"
Bayesian Ridge,1.8091,5.0075,2.2361,0.1176,0.6878,0.6289,0.253,"(3, 5, 17)"
AdaBoost Regressor,1.8339,4.8282,2.1963,0.15,0.7044,0.7063,0.297,"(3, 5, 17)"
Huber Regressor,1.8733,5.4589,2.335,0.039,0.6846,0.6258,0.324,"(3, 5, 17)"
Orthogonal Matching Pursuit,1.9104,5.4094,2.325,0.0473,0.7027,0.6899,0.294,"(3, 5, 17)"
Elastic Net,1.9345,5.4846,2.341,0.0348,0.7096,0.7067,0.308,"(3, 5, 17)"
K Neighbors Regressor,1.9396,5.91,2.4279,-0.0396,0.7181,0.7018,0.27,"(3, 5, 17)"
Lasso Regression,1.9479,5.5505,2.3548,0.0238,0.7134,0.7131,0.278,"(3, 5, 17)"
Lasso Least Angle Regression,1.9479,5.5505,2.3548,0.0238,0.7134,0.7131,0.309,"(3, 5, 17)"
Dummy Regressor,1.9946,5.7456,2.3955,-0.009,0.7239,0.7405,0.287,"(3, 5, 17)"
Passive Aggressive Regressor,2.4786,9.0788,2.9934,-0.6114,0.8613,1.1531,0.288,"(3, 5, 17)"
Least Angle Regression,97284.5176,188031322287.3746,143623.1543,-29884388581.2218,4.7204,37267.6648,0.311,"(3, 5, 17)"
Extra Trees Regressor,1.1068,2.2235,1.4874,0.5478,0.5053,0.3734,0.41,"(3, 6, 8)"
Light Gradient Boosting Machine,1.1531,2.4225,1.5524,0.5089,0.5135,0.4079,0.372,"(3, 6, 8)"
Random Forest Regressor,1.2157,2.5489,1.5935,0.4829,0.5367,0.4074,0.73,"(3, 6, 8)"
Gradient Boosting Regressor,1.3268,2.9751,1.7213,0.3964,0.5711,0.4513,0.58,"(3, 6, 8)"
Decision Tree Regressor,1.4949,5.007,2.2358,-0.0236,0.7079,0.5617,0.32,"(3, 6, 8)"
Linear Regression,1.5505,3.894,1.9719,0.2072,0.6378,0.552,0.277,"(3, 6, 8)"
Ridge Regression,1.6247,4.178,2.0426,0.1506,0.6531,0.5673,0.277,"(3, 6, 8)"
Bayesian Ridge,1.6416,4.2264,2.0542,0.141,0.6569,0.5748,0.306,"(3, 6, 8)"
Huber Regressor,1.6836,4.5973,2.1419,0.0672,0.6604,0.5566,0.305,"(3, 6, 8)"
Orthogonal Matching Pursuit,1.7159,4.4925,2.1178,0.0876,0.6746,0.6103,0.305,"(3, 6, 8)"
AdaBoost Regressor,1.7525,4.3331,2.0798,0.1194,0.7149,0.6854,0.334,"(3, 6, 8)"
Elastic Net,1.7692,4.6721,2.1596,0.0518,0.6943,0.6272,0.285,"(3, 6, 8)"
Lasso Regression,1.7875,4.7332,2.1738,0.0393,0.7002,0.6327,0.296,"(3, 6, 8)"
Lasso Least Angle Regression,1.7875,4.7332,2.1738,0.0393,0.7002,0.6327,0.266,"(3, 6, 8)"
K Neighbors Regressor,1.8549,5.456,2.3339,-0.1109,0.7306,0.674,0.276,"(3, 6, 8)"
Dummy Regressor,1.856,4.9597,2.2249,-0.0056,0.7157,0.6701,0.292,"(3, 6, 8)"
Passive Aggressive Regressor,2.7559,12.5002,3.3624,-1.6752,0.9386,1.2231,0.285,"(3, 6, 8)"
Least Angle Regression,804.2242,9541712.5,1017.7261,-2093466.2243,2.3316,395.8472,0.315,"(3, 6, 8)"
Extra Trees Regressor,1.0317,1.9934,1.4093,0.5699,0.4782,0.3484,0.384,"(3, 6, 9)"
Light Gradient Boosting Machine,1.074,2.1912,1.474,0.5238,0.4967,0.3729,0.337,"(3, 6, 9)"
Random Forest Regressor,1.1167,2.3215,1.5195,0.4986,0.5097,0.3679,0.723,"(3, 6, 9)"
Gradient Boosting Regressor,1.2229,2.6423,1.6206,0.4291,0.5412,0.4135,0.547,"(3, 6, 9)"
Decision Tree Regressor,1.3865,4.5944,2.1369,-0.0017,0.6755,0.5262,0.308,"(3, 6, 9)"
Linear Regression,1.4515,3.5332,1.8764,0.2368,0.6099,0.5418,0.287,"(3, 6, 9)"
Ridge Regression,1.554,3.8923,1.9706,0.162,0.6324,0.5749,0.292,"(3, 6, 9)"
Bayesian Ridge,1.5616,3.9272,1.9797,0.1549,0.6348,0.5779,0.283,"(3, 6, 9)"
Huber Regressor,1.6061,4.4143,2.0978,0.0532,0.6403,0.5523,0.295,"(3, 6, 9)"
Orthogonal Matching Pursuit,1.6745,4.3356,2.0802,0.0683,0.6674,0.6359,0.297,"(3, 6, 9)"
Elastic Net,1.6943,4.3768,2.0902,0.0598,0.6724,0.639,0.299,"(3, 6, 9)"
Lasso Regression,1.7172,4.4537,2.1085,0.0439,0.6802,0.6449,0.292,"(3, 6, 9)"
Lasso Least Angle Regression,1.7172,4.4537,2.1085,0.0439,0.6802,0.6449,0.28,"(3, 6, 9)"
K Neighbors Regressor,1.726,4.8349,2.1967,-0.0473,0.6952,0.6734,0.292,"(3, 6, 9)"
AdaBoost Regressor,1.7397,4.1933,2.0471,0.0963,0.7109,0.7421,0.326,"(3, 6, 9)"
Dummy Regressor,1.7925,4.6728,2.1597,-0.0026,0.6974,0.688,0.283,"(3, 6, 9)"
Passive Aggressive Regressor,2.2127,8.3368,2.8006,-0.7565,0.8064,0.9401,0.307,"(3, 6, 9)"
Least Angle Regression,11195.1343,1149313226.4618,15097.7184,-283266382.8068,3.4683,6133.0711,0.299,"(3, 6, 9)"
Extra Trees Regressor,1.0916,2.2113,1.4853,0.5884,0.4858,0.3513,0.403,"(3, 6, 10)"
Light Gradient Boosting Machine,1.1647,2.5051,1.5798,0.5334,0.507,0.3993,0.376,"(3, 6, 10)"
Random Forest Regressor,1.199,2.5597,1.5979,0.5236,0.5168,0.3849,0.693,"(3, 6, 10)"
Gradient Boosting Regressor,1.3212,2.9917,1.7277,0.4432,0.552,0.4353,0.529,"(3, 6, 10)"
Decision Tree Regressor,1.5279,5.1945,2.2748,0.0294,0.707,0.5636,0.28,"(3, 6, 10)"
Linear Regression,1.5687,3.9969,1.9951,0.2606,0.6302,0.5589,0.301,"(3, 6, 10)"
Bayesian Ridge,1.6146,4.1819,2.0405,0.2274,0.6432,0.5603,0.303,"(3, 6, 10)"
Ridge Regression,1.6243,4.2121,2.0478,0.2219,0.6448,0.5659,0.319,"(3, 6, 10)"
Huber Regressor,1.7492,4.9987,2.2318,0.0757,0.6646,0.5754,0.319,"(3, 6, 10)"
Orthogonal Matching Pursuit,1.8123,4.9615,2.2235,0.0829,0.6929,0.6545,0.277,"(3, 6, 10)"
K Neighbors Regressor,1.8235,5.3073,2.2989,0.0172,0.71,0.6665,0.297,"(3, 6, 10)"
AdaBoost Regressor,1.8321,4.5966,2.142,0.1467,0.7214,0.7339,0.342,"(3, 6, 10)"
Elastic Net,1.8469,5.0366,2.2401,0.0693,0.7002,0.6702,0.311,"(3, 6, 10)"
Lasso Regression,1.8693,5.117,2.2582,0.0541,0.7083,0.6784,0.287,"(3, 6, 10)"
Lasso Least Angle Regression,1.8693,5.117,2.2582,0.0541,0.7083,0.6784,0.322,"(3, 6, 10)"
Dummy Regressor,1.9677,5.4395,2.3297,-0.0077,0.7309,0.7286,0.296,"(3, 6, 10)"
Passive Aggressive Regressor,3.4404,22.0417,4.2591,-2.9527,1.0137,1.5437,0.295,"(3, 6, 10)"
Least Angle Regression,6872.6073,593886179.6217,9557.6741,-122945607.0447,4.9661,3433.7396,0.278,"(3, 6, 10)"
Extra Trees Regressor,1.0251,1.9685,1.4,0.606,0.4815,0.3551,0.396,"(3, 6, 12)"
Light Gradient Boosting Machine,1.1189,2.3386,1.526,0.5306,0.5058,0.4139,0.353,"(3, 6, 12)"
Random Forest Regressor,1.1583,2.4913,1.5746,0.502,0.5242,0.4015,0.7,"(3, 6, 12)"
Gradient Boosting Regressor,1.2533,2.8176,1.6748,0.4364,0.5506,0.4466,0.544,"(3, 6, 12)"
Decision Tree Regressor,1.4895,5.0672,2.2425,-0.0214,0.6993,0.6203,0.301,"(3, 6, 12)"
Linear Regression,1.5224,3.8617,1.963,0.2266,0.6353,0.5689,0.302,"(3, 6, 12)"
Ridge Regression,1.599,4.1683,2.0389,0.166,0.6506,0.5858,0.292,"(3, 6, 12)"
Bayesian Ridge,1.6129,4.2186,2.0509,0.1565,0.6522,0.5955,0.314,"(3, 6, 12)"
Huber Regressor,1.6433,4.8039,2.1878,0.0405,0.6527,0.5479,0.265,"(3, 6, 12)"
Orthogonal Matching Pursuit,1.724,4.7053,2.1664,0.0585,0.6863,0.6471,0.298,"(3, 6, 12)"
Elastic Net,1.746,4.7567,2.1779,0.049,0.692,0.6505,0.303,"(3, 6, 12)"
K Neighbors Regressor,1.764,5.2448,2.2865,-0.049,0.7145,0.655,0.325,"(3, 6, 12)"
AdaBoost Regressor,1.7688,4.3666,2.089,0.1204,0.7282,0.7715,0.321,"(3, 6, 12)"
Lasso Regression,1.7702,4.8303,2.1942,0.0351,0.6993,0.6581,0.296,"(3, 6, 12)"
Lasso Least Angle Regression,1.7702,4.8303,2.1942,0.0351,0.6993,0.6581,0.284,"(3, 6, 12)"
Dummy Regressor,1.8415,5.0326,2.2402,-0.0059,0.7155,0.6992,0.309,"(3, 6, 12)"
Passive Aggressive Regressor,3.7338,24.7466,4.5587,-4.0125,1.0959,2.0096,0.297,"(3, 6, 12)"
Least Angle Regression,228032.4188,860897759899.7961,405266.504,-174322531704.487,5.4197,115159.5014,0.29,"(3, 6, 12)"
Extra Trees Regressor,0.9846,1.7786,1.3305,0.6193,0.4648,0.3441,0.396,"(3, 6, 13)"
Light Gradient Boosting Machine,1.048,2.0323,1.4223,0.5652,0.487,0.3852,0.356,"(3, 6, 13)"
Random Forest Regressor,1.0735,2.1159,1.4518,0.5462,0.499,0.3691,0.752,"(3, 6, 13)"
Gradient Boosting Regressor,1.1996,2.5381,1.5915,0.4561,0.5396,0.4152,0.563,"(3, 6, 13)"
Decision Tree Regressor,1.2953,4.0558,2.0055,0.1346,0.6565,0.5311,0.288,"(3, 6, 13)"
Linear Regression,1.4425,3.4407,1.8527,0.2616,0.6091,0.5321,0.3,"(3, 6, 13)"
Ridge Regression,1.5173,3.7049,1.9238,0.2052,0.6288,0.5466,0.282,"(3, 6, 13)"
Bayesian Ridge,1.5192,3.7161,1.9268,0.203,0.6292,0.5478,0.35,"(3, 6, 13)"
Huber Regressor,1.6108,4.4034,2.0963,0.06,0.6433,0.5464,0.269,"(3, 6, 13)"
Orthogonal Matching Pursuit,1.6884,4.361,2.0874,0.0673,0.6726,0.6339,0.316,"(3, 6, 13)"
AdaBoost Regressor,1.7017,3.9715,1.9918,0.1496,0.6992,0.7105,0.347,"(3, 6, 13)"
K Neighbors Regressor,1.7196,4.7687,2.1818,-0.0199,0.6949,0.669,0.287,"(3, 6, 13)"
Elastic Net,1.725,4.4666,2.1122,0.0456,0.6828,0.6452,0.291,"(3, 6, 13)"
Lasso Regression,1.7469,4.5449,2.1308,0.0285,0.6904,0.6517,0.297,"(3, 6, 13)"
Lasso Least Angle Regression,1.7469,4.5449,2.1308,0.0285,0.6904,0.6517,0.301,"(3, 6, 13)"
Dummy Regressor,1.7998,4.6995,2.1666,-0.0041,0.7019,0.683,0.293,"(3, 6, 13)"
Passive Aggressive Regressor,4.1436,30.1457,4.8603,-5.5105,1.1264,2.2865,0.288,"(3, 6, 13)"
Least Angle Regression,1186396.9125,30719694486776.754,1894591.2987,-6977637432486.25,6.0656,642664.5824,0.3,"(3, 6, 13)"
Extra Trees Regressor,1.0207,1.9763,1.4019,0.5918,0.4762,0.3333,0.401,"(3, 6, 15)"
Light Gradient Boosting Machine,1.0813,2.2456,1.494,0.5359,0.5,0.3749,0.35,"(3, 6, 15)"
Random Forest Regressor,1.0894,2.2614,1.4998,0.5327,0.5034,0.3535,0.704,"(3, 6, 15)"
Gradient Boosting Regressor,1.1925,2.6046,1.6097,0.4624,0.5366,0.3891,0.527,"(3, 6, 15)"
Decision Tree Regressor,1.398,4.5944,2.1354,0.0437,0.6836,0.5416,0.287,"(3, 6, 15)"
Linear Regression,1.4705,3.6579,1.9084,0.2446,0.6157,0.5368,0.286,"(3, 6, 15)"
Ridge Regression,1.5276,3.8374,1.9546,0.2077,0.6248,0.556,0.298,"(3, 6, 15)"
Bayesian Ridge,1.5354,3.8649,1.9615,0.2022,0.6266,0.5596,0.298,"(3, 6, 15)"
Huber Regressor,1.6153,4.3974,2.091,0.0942,0.6379,0.5641,0.303,"(3, 6, 15)"
AdaBoost Regressor,1.6799,3.9945,1.9966,0.1724,0.6961,0.6995,0.33,"(3, 6, 15)"
Orthogonal Matching Pursuit,1.6865,4.4203,2.0989,0.0878,0.6663,0.6402,0.286,"(3, 6, 15)"
Elastic Net,1.7123,4.4725,2.1109,0.0776,0.6728,0.6455,0.319,"(3, 6, 15)"
Lasso Regression,1.7359,4.5445,2.1277,0.063,0.6806,0.6534,0.306,"(3, 6, 15)"
Lasso Least Angle Regression,1.7359,4.5445,2.1277,0.063,0.6806,0.6534,0.303,"(3, 6, 15)"
K Neighbors Regressor,1.7542,5.0036,2.2344,-0.0379,0.7031,0.6613,0.32,"(3, 6, 15)"
Dummy Regressor,1.8388,4.9015,2.2102,-0.011,0.707,0.6953,0.272,"(3, 6, 15)"
Passive Aggressive Regressor,2.3483,8.5155,2.8746,-0.7784,0.8604,1.0532,0.295,"(3, 6, 15)"
Least Angle Regression,1818078.4511,54783221083100.73,2373502.0334,-12282644188209.71,6.6587,891134.6058,0.28,"(3, 6, 15)"
Extra Trees Regressor,1.0025,1.8637,1.3632,0.6006,0.4689,0.342,0.402,"(3, 6, 16)"
Light Gradient Boosting Machine,1.0279,1.9946,1.4103,0.573,0.4797,0.3676,0.332,"(3, 6, 16)"
Random Forest Regressor,1.0841,2.1798,1.4742,0.5338,0.4962,0.3625,0.76,"(3, 6, 16)"
Gradient Boosting Regressor,1.205,2.5169,1.5845,0.4617,0.5327,0.4114,0.557,"(3, 6, 16)"
Decision Tree Regressor,1.382,4.4171,2.0935,0.0517,0.6634,0.5588,0.28,"(3, 6, 16)"
Linear Regression,1.4548,3.4985,1.8695,0.2494,0.6118,0.5331,0.312,"(3, 6, 16)"
Ridge Regression,1.5485,3.8138,1.9516,0.1843,0.6315,0.5633,0.31,"(3, 6, 16)"
Bayesian Ridge,1.5648,3.8759,1.9673,0.1713,0.635,0.5727,0.319,"(3, 6, 16)"
Huber Regressor,1.6251,4.3445,2.0821,0.0724,0.6417,0.5645,0.292,"(3, 6, 16)"
AdaBoost Regressor,1.6691,3.9441,1.9843,0.157,0.6915,0.6779,0.329,"(3, 6, 16)"
Orthogonal Matching Pursuit,1.6825,4.3314,2.0792,0.0753,0.669,0.6236,0.307,"(3, 6, 16)"
Elastic Net,1.7033,4.3788,2.0906,0.0653,0.6744,0.6275,0.302,"(3, 6, 16)"
K Neighbors Regressor,1.707,4.7089,2.1677,-0.0054,0.6906,0.6236,0.302,"(3, 6, 16)"
Lasso Regression,1.726,4.4547,2.1087,0.0489,0.682,0.6358,0.254,"(3, 6, 16)"
Lasso Least Angle Regression,1.726,4.4547,2.1087,0.0489,0.682,0.6358,0.285,"(3, 6, 16)"
Dummy Regressor,1.8067,4.6961,2.1654,-0.0027,0.7005,0.68,0.31,"(3, 6, 16)"
Passive Aggressive Regressor,3.1464,16.85,3.8318,-2.6752,0.9879,1.5931,0.272,"(3, 6, 16)"
Least Angle Regression,720638.1947,9495496594986.043,1017729.7948,-2477136726299.782,5.2309,414852.0013,0.297,"(3, 6, 16)"
Extra Trees Regressor,1.0572,2.0655,1.432,0.6008,0.4851,0.3581,0.397,"(3, 6, 17)"
Light Gradient Boosting Machine,1.1136,2.3043,1.5133,0.5548,0.4996,0.3988,0.358,"(3, 6, 17)"
Random Forest Regressor,1.1627,2.4194,1.5516,0.5311,0.5182,0.3892,0.7,"(3, 6, 17)"
Gradient Boosting Regressor,1.2933,2.8803,1.6932,0.4413,0.5614,0.4405,0.562,"(3, 6, 17)"
Decision Tree Regressor,1.4025,4.6088,2.1406,0.1023,0.6736,0.5751,0.263,"(3, 6, 17)"
Linear Regression,1.5479,3.9485,1.9821,0.237,0.6361,0.5631,0.3,"(3, 6, 17)"
Ridge Regression,1.6362,4.2559,2.0591,0.1775,0.6537,0.5932,0.287,"(3, 6, 17)"
Bayesian Ridge,1.6591,4.3352,2.0782,0.1622,0.6579,0.6084,0.305,"(3, 6, 17)"
Huber Regressor,1.7065,4.773,2.1803,0.0786,0.6576,0.5926,0.314,"(3, 6, 17)"
Orthogonal Matching Pursuit,1.7765,4.774,2.1813,0.0776,0.6876,0.6693,0.297,"(3, 6, 17)"
Elastic Net,1.8102,4.8627,2.2019,0.0601,0.6973,0.6782,0.311,"(3, 6, 17)"
AdaBoost Regressor,1.8117,4.5362,2.1288,0.1191,0.7279,0.7462,0.34,"(3, 6, 17)"
Lasso Regression,1.8301,4.9342,2.2182,0.0463,0.7044,0.6824,0.306,"(3, 6, 17)"
Lasso Least Angle Regression,1.8301,4.9342,2.2182,0.0463,0.7044,0.6824,0.319,"(3, 6, 17)"
K Neighbors Regressor,1.8534,5.3986,2.3193,-0.0444,0.7226,0.7082,0.29,"(3, 6, 17)"
Dummy Regressor,1.9118,5.2125,2.2805,-0.0082,0.7247,0.7191,0.289,"(3, 6, 17)"
Passive Aggressive Regressor,2.4873,10.2316,3.0897,-0.9535,0.8227,0.9869,0.308,"(3, 6, 17)"
Least Angle Regression,12180.9254,2822583266.8354,17621.338,-511771777.5178,4.2233,6627.7107,0.301,"(3, 6, 17)"
Extra Trees Regressor,1.1289,2.3612,1.5333,0.5467,0.5015,0.3788,0.389,"(3, 8, 9)"
Light Gradient Boosting Machine,1.1748,2.5594,1.5964,0.5101,0.5161,0.41,0.355,"(3, 8, 9)"
Random Forest Regressor,1.2095,2.7084,1.6433,0.4809,0.5272,0.3968,0.691,"(3, 8, 9)"
Gradient Boosting Regressor,1.3002,2.9784,1.7241,0.43,0.5556,0.4303,0.534,"(3, 8, 9)"
Decision Tree Regressor,1.5168,5.2981,2.2921,-0.0108,0.7207,0.5587,0.281,"(3, 8, 9)"
Linear Regression,1.5612,3.9958,1.9969,0.2336,0.6272,0.5662,0.321,"(3, 8, 9)"
Ridge Regression,1.6396,4.3145,2.0747,0.1734,0.649,0.5672,0.303,"(3, 8, 9)"
Bayesian Ridge,1.6596,4.3953,2.0935,0.1586,0.6545,0.5698,0.29,"(3, 8, 9)"
Huber Regressor,1.6769,4.8322,2.1949,0.0763,0.6568,0.5394,0.284,"(3, 8, 9)"
Orthogonal Matching Pursuit,1.7412,4.7536,2.1788,0.0891,0.6794,0.6056,0.251,"(3, 8, 9)"
Elastic Net,1.7544,4.7696,2.1825,0.0865,0.6832,0.6106,0.308,"(3, 8, 9)"
AdaBoost Regressor,1.7747,4.3988,2.097,0.1557,0.7093,0.685,0.344,"(3, 8, 9)"
Lasso Regression,1.7786,4.8453,2.1997,0.0721,0.6901,0.6218,0.299,"(3, 8, 9)"
Lasso Least Angle Regression,1.7786,4.8453,2.1997,0.0721,0.6901,0.6218,0.289,"(3, 8, 9)"
K Neighbors Regressor,1.8091,5.2805,2.2949,-0.0107,0.7053,0.6591,0.309,"(3, 8, 9)"
Dummy Regressor,1.8834,5.2449,2.2889,-0.004,0.7171,0.6779,0.29,"(3, 8, 9)"
Passive Aggressive Regressor,2.8616,13.3946,3.5868,-1.5738,0.9963,1.2591,0.301,"(3, 8, 9)"
Least Angle Regression,241955.1487,954470425414.2614,332521.4841,-186043676076.4542,5.3786,120041.8781,0.294,"(3, 8, 9)"
Extra Trees Regressor,1.2011,2.6101,1.6113,0.5652,0.5241,0.3719,0.372,"(3, 8, 10)"
Light Gradient Boosting Machine,1.2339,2.7686,1.659,0.5373,0.5325,0.3992,0.352,"(3, 8, 10)"
Random Forest Regressor,1.3194,3.0342,1.7383,0.4941,0.5587,0.4064,0.723,"(3, 8, 10)"
Gradient Boosting Regressor,1.4372,3.4161,1.8445,0.4299,0.5888,0.4535,0.538,"(3, 8, 10)"
Linear Regression,1.6445,4.403,2.0938,0.2653,0.6437,0.5539,0.283,"(3, 8, 10)"
Decision Tree Regressor,1.6588,6.1341,2.4696,-0.0276,0.7522,0.6114,0.289,"(3, 8, 10)"
Ridge Regression,1.7271,4.7459,2.1741,0.2068,0.6672,0.5631,0.281,"(3, 8, 10)"
Bayesian Ridge,1.7442,4.8003,2.1871,0.1974,0.6704,0.5703,0.3,"(3, 8, 10)"
Huber Regressor,1.8147,5.2381,2.2855,0.1242,0.6808,0.5788,0.273,"(3, 8, 10)"
Orthogonal Matching Pursuit,1.8845,5.3393,2.3083,0.1069,0.706,0.6373,0.289,"(3, 8, 10)"
Elastic Net,1.9183,5.4339,2.329,0.0918,0.7173,0.6485,0.299,"(3, 8, 10)"
