Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
Gradient Boosting Regressor,1.1737,2.4299,1.557,0.5165,0.5335,0.384,5.257,"(3, 6, 8)"
Random Forest Regressor,0.8145,1.4189,1.184,0.6805,0.4167,0.2669,5.414,"(3, 6, 9)"
Decision Tree Regressor,0.9218,2.8289,1.6733,0.3608,0.553,0.365,4.831,"(3, 6, 9)"
Gradient Boosting Regressor,1.0646,2.094,1.4431,0.5258,0.4993,0.3584,5.206,"(3, 6, 9)"
Random Forest Regressor,0.8428,1.5275,1.2306,0.7133,0.426,0.2584,5.425,"(3, 6, 10)"
Decision Tree Regressor,0.9424,3.0879,1.7445,0.4161,0.5492,0.3369,5.014,"(3, 6, 10)"
Gradient Boosting Regressor,1.1693,2.4395,1.5585,0.5403,0.5307,0.3603,5.501,"(3, 6, 10)"
Random Forest Regressor,0.8624,1.553,1.2393,0.6963,0.4374,0.276,6.349,"(3, 6, 12)"
Decision Tree Regressor,0.935,2.9392,1.6975,0.4123,0.5567,0.3651,5.324,"(3, 6, 12)"
Gradient Boosting Regressor,1.1246,2.3053,1.5137,0.5452,0.5211,0.3701,5.72,"(3, 6, 12)"
Random Forest Regressor,0.7895,1.3746,1.1666,0.7072,0.4158,0.261,6.307,"(3, 6, 13)"
Decision Tree Regressor,0.8793,2.906,1.6867,0.3885,0.5611,0.3484,5.183,"(3, 6, 13)"
Gradient Boosting Regressor,1.0423,2.0028,1.4098,0.5742,0.495,0.3605,5.718,"(3, 6, 13)"
Random Forest Regressor,0.7934,1.3686,1.1663,0.7165,0.4164,0.2508,6.118,"(3, 6, 15)"
Decision Tree Regressor,0.8575,2.5293,1.5762,0.4653,0.5162,0.3379,5.143,"(3, 6, 15)"
Gradient Boosting Regressor,1.023,1.9228,1.385,0.5992,0.4912,0.3373,5.502,"(3, 6, 15)"
Random Forest Regressor,0.7675,1.2113,1.0971,0.7459,0.4025,0.256,6.16,"(3, 6, 16)"
Decision Tree Regressor,0.8237,2.3728,1.5268,0.5041,0.5039,0.3323,5.105,"(3, 6, 16)"
Gradient Boosting Regressor,1.0635,2.0386,1.4256,0.5709,0.5024,0.3617,5.513,"(3, 6, 16)"
Random Forest Regressor,0.8258,1.4274,1.1924,0.7229,0.4181,0.2773,5.789,"(3, 6, 17)"
Decision Tree Regressor,0.8997,2.6945,1.6357,0.4794,0.5364,0.3514,5.015,"(3, 6, 17)"
Gradient Boosting Regressor,1.09,2.1409,1.4618,0.584,0.5021,0.3688,5.39,"(3, 6, 17)"
Random Forest Regressor,0.892,1.6748,1.2905,0.6721,0.4416,0.2792,5.758,"(3, 8, 9)"
Decision Tree Regressor,0.9182,2.7746,1.6621,0.457,0.5375,0.3533,5.4,"(3, 8, 9)"
Gradient Boosting Regressor,1.1603,2.4477,1.5622,0.5212,0.5237,0.3788,5.591,"(3, 8, 9)"
Random Forest Regressor,0.87,1.6548,1.2835,0.7188,0.4406,0.2565,6.144,"(3, 8, 10)"
Decision Tree Regressor,0.8815,2.8675,1.6838,0.5108,0.544,0.3021,5.294,"(3, 8, 10)"
Gradient Boosting Regressor,1.2522,2.7468,1.6539,0.5342,0.5476,0.3888,5.74,"(3, 8, 10)"
Random Forest Regressor,0.9576,1.902,1.3756,0.6685,0.4616,0.293,6.097,"(3, 8, 12)"
Decision Tree Regressor,1.0049,3.3559,1.813,0.4172,0.5631,0.3651,5.228,"(3, 8, 12)"
Gradient Boosting Regressor,1.2398,2.7769,1.6626,0.5156,0.5457,0.3995,5.606,"(3, 8, 12)"
Random Forest Regressor,0.9251,1.7053,1.3048,0.6764,0.4526,0.3041,6.146,"(3, 8, 13)"
Decision Tree Regressor,1.0462,3.3924,1.8358,0.3529,0.586,0.4022,5.216,"(3, 8, 13)"
Gradient Boosting Regressor,1.1737,2.4192,1.5544,0.5398,0.5271,0.3948,6.115,"(3, 8, 13)"
Random Forest Regressor,0.9266,1.784,1.3333,0.6709,0.4603,0.2805,6.194,"(3, 8, 15)"
Decision Tree Regressor,1.1175,3.6725,1.9084,0.3162,0.6183,0.4084,4.956,"(3, 8, 15)"
Gradient Boosting Regressor,1.1519,2.3974,1.545,0.5569,0.5279,0.3617,5.283,"(3, 8, 15)"
Random Forest Regressor,0.8718,1.5535,1.241,0.7121,0.4324,0.2731,6.224,"(3, 8, 16)"
Decision Tree Regressor,1.0103,3.4291,1.8348,0.3544,0.5846,0.3775,5.452,"(3, 8, 16)"
Gradient Boosting Regressor,1.1171,2.213,1.4854,0.5885,0.5123,0.3694,5.593,"(3, 8, 16)"
Random Forest Regressor,0.9189,1.7793,1.3304,0.6883,0.4561,0.2746,6.164,"(3, 8, 17)"
Decision Tree Regressor,0.9311,3.0915,1.7412,0.4591,0.5633,0.3443,5.824,"(3, 8, 17)"
Gradient Boosting Regressor,1.2388,2.747,1.6548,0.5185,0.5496,0.3813,5.727,"(3, 8, 17)"
Random Forest Regressor,0.8763,1.6163,1.2681,0.7091,0.4342,0.2746,6.275,"(3, 9, 10)"
Decision Tree Regressor,0.9816,3.3736,1.8153,0.3816,0.5631,0.3709,5.395,"(3, 9, 10)"
Gradient Boosting Regressor,1.1501,2.3911,1.5434,0.5698,0.5175,0.3787,5.634,"(3, 9, 10)"
Random Forest Regressor,0.863,1.6509,1.2812,0.6821,0.426,0.2766,6.187,"(3, 9, 12)"
Decision Tree Regressor,0.9388,3.2501,1.7989,0.3723,0.5351,0.3634,4.882,"(3, 9, 12)"
Gradient Boosting Regressor,1.1233,2.3589,1.5334,0.547,0.5126,0.3867,6.238,"(3, 9, 12)"
Random Forest Regressor,0.8335,1.4646,1.2021,0.6898,0.4191,0.2764,5.862,"(3, 9, 13)"
Decision Tree Regressor,0.9607,3.2332,1.7824,0.3111,0.551,0.3866,5.184,"(3, 9, 13)"
Gradient Boosting Regressor,1.0596,2.0618,1.4289,0.5599,0.4936,0.3688,5.623,"(3, 9, 13)"
Random Forest Regressor,0.8239,1.5667,1.2496,0.676,0.4308,0.2494,6.394,"(3, 9, 15)"
Decision Tree Regressor,0.9234,3.0679,1.741,0.3682,0.5466,0.3365,5.622,"(3, 9, 15)"
Gradient Boosting Regressor,1.0348,2.1043,1.4481,0.5645,0.4975,0.3413,5.83,"(3, 9, 15)"
Random Forest Regressor,0.8353,1.5023,1.2182,0.6821,0.4183,0.2741,6.057,"(3, 9, 16)"
Decision Tree Regressor,0.9674,3.1244,1.7504,0.3415,0.5522,0.3932,5.185,"(3, 9, 16)"
Gradient Boosting Regressor,1.0638,2.0231,1.4178,0.5692,0.4871,0.3814,5.838,"(3, 9, 16)"
Random Forest Regressor,0.8744,1.6731,1.2848,0.6707,0.4377,0.2751,6.543,"(3, 9, 17)"
Decision Tree Regressor,0.9538,3.3406,1.8132,0.3384,0.5703,0.3373,5.589,"(3, 9, 17)"
Gradient Boosting Regressor,1.108,2.2888,1.5075,0.5458,0.5075,0.3778,5.791,"(3, 9, 17)"
Random Forest Regressor,0.935,1.9615,1.3884,0.6703,0.4661,0.2686,5.922,"(3, 10, 12)"
Decision Tree Regressor,1.0272,3.7281,1.9068,0.3791,0.5881,0.3544,5.523,"(3, 10, 12)"
Gradient Boosting Regressor,1.2091,2.7929,1.6624,0.5281,0.5443,0.3692,5.535,"(3, 10, 12)"
Random Forest Regressor,0.885,1.6244,1.2679,0.7116,0.4362,0.2868,6.319,"(3, 10, 13)"
Decision Tree Regressor,0.9674,3.1688,1.7741,0.4373,0.5711,0.3869,5.544,"(3, 10, 13)"
Gradient Boosting Regressor,1.1645,2.4433,1.5569,0.5671,0.5203,0.3863,5.781,"(3, 10, 13)"
Random Forest Regressor,0.8833,1.7413,1.3179,0.7051,0.4485,0.26,6.054,"(3, 10, 15)"
Decision Tree Regressor,0.9072,2.7849,1.6618,0.5265,0.5338,0.3232,5.751,"(3, 10, 15)"
Gradient Boosting Regressor,1.1755,2.6591,1.6292,0.549,0.5283,0.3654,5.693,"(3, 10, 15)"
Random Forest Regressor,0.8658,1.6009,1.2562,0.715,0.4303,0.2661,6.223,"(3, 10, 16)"
Decision Tree Regressor,0.9532,3.0054,1.7257,0.4551,0.5682,0.3668,5.275,"(3, 10, 16)"
Gradient Boosting Regressor,1.1411,2.3449,1.5276,0.5808,0.5146,0.3673,5.772,"(3, 10, 16)"
Random Forest Regressor,0.9516,1.8711,1.3628,0.6893,0.4633,0.2832,5.492,"(3, 10, 17)"
Decision Tree Regressor,1.0881,3.6613,1.9068,0.3924,0.6115,0.382,4.742,"(3, 10, 17)"
Gradient Boosting Regressor,1.23,2.6686,1.6315,0.5568,0.545,0.3719,5.226,"(3, 10, 17)"
Random Forest Regressor,0.8934,1.7131,1.3,0.6697,0.4512,0.2929,5.966,"(3, 12, 13)"
Decision Tree Regressor,1.0073,3.3653,1.8137,0.3518,0.5737,0.4081,5.453,"(3, 12, 13)"
Gradient Boosting Regressor,1.0962,2.2824,1.5013,0.5604,0.5201,0.3653,5.754,"(3, 12, 13)"
Random Forest Regressor,0.9528,1.9115,1.3805,0.6453,0.4762,0.2858,6.206,"(3, 12, 15)"
Decision Tree Regressor,1.1019,3.8902,1.9678,0.2834,0.6288,0.4029,5.193,"(3, 12, 15)"
Gradient Boosting Regressor,1.1565,2.5287,1.5866,0.5328,0.5399,0.3771,5.792,"(3, 12, 15)"
Random Forest Regressor,0.907,1.6787,1.2908,0.6938,0.448,0.2825,6.195,"(3, 12, 16)"
Decision Tree Regressor,1.0329,3.4506,1.8321,0.3615,0.5867,0.4093,5.945,"(3, 12, 16)"
Gradient Boosting Regressor,1.1323,2.3496,1.5297,0.5705,0.5212,0.3778,5.86,"(3, 12, 16)"
Random Forest Regressor,0.8982,1.6863,1.2942,0.712,0.4435,0.2776,6.159,"(3, 12, 17)"
Decision Tree Regressor,0.9114,3.0684,1.7384,0.4761,0.5458,0.3358,5.37,"(3, 12, 17)"
Gradient Boosting Regressor,1.154,2.4619,1.566,0.5785,0.5219,0.3733,5.725,"(3, 12, 17)"
Random Forest Regressor,0.798,1.3771,1.1668,0.7145,0.4128,0.2535,6.109,"(3, 13, 15)"
Decision Tree Regressor,0.8773,2.6718,1.6194,0.453,0.5496,0.3377,5.285,"(3, 13, 15)"
Gradient Boosting Regressor,1.0224,1.9577,1.395,0.5909,0.4841,0.346,5.691,"(3, 13, 15)"
Random Forest Regressor,0.794,1.3039,1.1378,0.7303,0.4069,0.2653,6.077,"(3, 13, 16)"
Decision Tree Regressor,0.8551,2.5114,1.5718,0.4766,0.5042,0.3554,5.225,"(3, 13, 16)"
Gradient Boosting Regressor,1.0226,1.9042,1.3772,0.6029,0.4806,0.3522,5.635,"(3, 13, 16)"
Random Forest Regressor,0.7942,1.3596,1.1556,0.7399,0.4124,0.2518,6.346,"(3, 13, 17)"
Decision Tree Regressor,0.9509,3.292,1.7955,0.3607,0.5675,0.3696,5.298,"(3, 13, 17)"
Gradient Boosting Regressor,1.068,2.1486,1.4586,0.5909,0.5037,0.3524,6.363,"(3, 13, 17)"
Random Forest Regressor,0.8878,1.6635,1.2868,0.6913,0.4491,0.2689,6.558,"(3, 15, 16)"
Decision Tree Regressor,1.0237,3.5353,1.8638,0.3346,0.6022,0.3592,5.607,"(3, 15, 16)"
Gradient Boosting Regressor,1.0522,2.1097,1.4505,0.6074,0.5007,0.3326,5.419,"(3, 15, 16)"
Random Forest Regressor,0.846,1.5825,1.2556,0.7089,0.4445,0.246,6.248,"(3, 15, 17)"
Decision Tree Regressor,0.9575,2.9726,1.7137,0.4534,0.566,0.3741,5.36,"(3, 15, 17)"
Gradient Boosting Regressor,1.0691,2.1793,1.4749,0.5996,0.5105,0.3263,5.77,"(3, 15, 17)"
Random Forest Regressor,0.8713,1.5766,1.2508,0.7139,0.4341,0.2677,6.224,"(3, 16, 17)"
Gradient Boosting Regressor,1.0635,2.0285,1.4201,0.6309,0.4944,0.3554,7.211,"(3, 16, 17)"
Decision Tree Regressor,1.1048,3.8774,1.9467,0.2946,0.5896,0.4269,5.369,"(3, 16, 17)"
Random Forest Regressor,0.8961,1.7303,1.3086,0.6973,0.4458,0.2619,6.444,"(4, 5, 6)"
Decision Tree Regressor,0.9664,3.1582,1.7687,0.4458,0.5555,0.3188,5.349,"(4, 5, 6)"
Gradient Boosting Regressor,1.2282,2.6676,1.6309,0.5304,0.5346,0.3843,6.125,"(4, 5, 6)"
Random Forest Regressor,1.0108,2.003,1.4107,0.6745,0.4755,0.2853,5.879,"(4, 5, 8)"
Decision Tree Regressor,1.0749,3.6251,1.8987,0.4077,0.5894,0.3591,4.853,"(4, 5, 8)"
Gradient Boosting Regressor,1.3261,3.0455,1.7411,0.5043,0.5588,0.3961,5.3,"(4, 5, 8)"
Random Forest Regressor,0.9093,1.7771,1.33,0.7039,0.4433,0.2604,5.25,"(4, 5, 9)"
Decision Tree Regressor,0.9146,2.9876,1.7228,0.5032,0.519,0.3014,4.524,"(4, 5, 9)"
Gradient Boosting Regressor,1.214,2.7375,1.6525,0.5442,0.5304,0.3734,5.096,"(4, 5, 9)"
Random Forest Regressor,1.1163,2.4105,1.5476,0.6378,0.497,0.3133,5.051,"(4, 5, 10)"
Decision Tree Regressor,1.1654,4.1373,2.0229,0.3726,0.6282,0.3658,4.796,"(4, 5, 10)"
Gradient Boosting Regressor,1.3226,3.0952,1.7533,0.5374,0.5482,0.3944,4.862,"(4, 5, 10)"
Decision Tree Regressor,0.948,3.009,1.7268,0.5246,0.5208,0.3206,4.707,"(4, 5, 12)"
Random Forest Regressor,0.9625,1.866,1.36,0.7066,0.4578,0.2847,5.267,"(4, 5, 12)"
Gradient Boosting Regressor,1.2605,2.8496,1.6832,0.5518,0.5417,0.394,4.944,"(4, 5, 12)"
Decision Tree Regressor,0.8134,2.7774,1.6632,0.5308,0.4995,0.2818,4.54,"(4, 5, 13)"
Random Forest Regressor,0.846,1.5678,1.2469,0.7362,0.4235,0.2502,5.379,"(4, 5, 13)"
Gradient Boosting Regressor,1.1749,2.524,1.5856,0.5741,0.5136,0.3632,5.015,"(4, 5, 13)"
Random Forest Regressor,1.0001,1.9964,1.4025,0.6782,0.4782,0.2777,5.402,"(4, 5, 15)"
Decision Tree Regressor,1.0777,3.6061,1.8736,0.4117,0.5888,0.3489,4.543,"(4, 5, 15)"
Gradient Boosting Regressor,1.2326,2.7759,1.6602,0.5501,0.5405,0.3603,4.999,"(4, 5, 15)"
Decision Tree Regressor,0.8533,2.5754,1.5993,0.5742,0.5009,0.3165,4.631,"(4, 5, 16)"
Random Forest Regressor,0.8618,1.5204,1.2316,0.7482,0.4185,0.2607,5.359,"(4, 5, 16)"
Gradient Boosting Regressor,1.1971,2.5367,1.5911,0.5799,0.5163,0.3894,5.23,"(4, 5, 16)"
Random Forest Regressor,0.9662,1.8767,1.3687,0.7019,0.4592,0.2783,5.388,"(4, 5, 17)"
Decision Tree Regressor,1.0521,3.5409,1.8716,0.437,0.5757,0.3585,4.572,"(4, 5, 17)"
Gradient Boosting Regressor,1.3018,2.9449,1.7136,0.533,0.5471,0.3933,4.972,"(4, 5, 17)"
Random Forest Regressor,0.8856,1.65,1.2806,0.7154,0.4401,0.277,5.158,"(4, 6, 8)"
Decision Tree Regressor,1.0028,3.352,1.8283,0.4193,0.5623,0.3734,4.585,"(4, 6, 8)"
Gradient Boosting Regressor,1.2194,2.5584,1.5979,0.5588,0.5394,0.3904,4.968,"(4, 6, 8)"
Random Forest Regressor,0.8693,1.584,1.2554,0.7031,0.4339,0.2668,5.322,"(4, 6, 9)"
Decision Tree Regressor,0.9043,2.9099,1.6953,0.4591,0.5454,0.3245,4.607,"(4, 6, 9)"
Gradient Boosting Regressor,1.1552,2.3834,1.5408,0.5547,0.5157,0.3781,5.297,"(4, 6, 9)"
Decision Tree Regressor,0.9316,3.1263,1.7362,0.4937,0.5343,0.3215,4.597,"(4, 6, 10)"
Random Forest Regressor,0.9602,1.8214,1.3456,0.701,0.4527,0.2856,5.361,"(4, 6, 10)"
Gradient Boosting Regressor,1.2251,2.6311,1.618,0.5683,0.5286,0.3909,4.977,"(4, 6, 10)"
Decision Tree Regressor,0.9381,3.3077,1.8136,0.4523,0.5643,0.3233,4.565,"(4, 6, 12)"
Random Forest Regressor,0.9453,1.853,1.3548,0.694,0.4584,0.2895,5.272,"(4, 6, 12)"
Gradient Boosting Regressor,1.2049,2.6538,1.6233,0.5608,0.5381,0.3825,4.987,"(4, 6, 12)"
Random Forest Regressor,0.8136,1.3936,1.1724,0.7506,0.4121,0.2695,5.321,"(4, 6, 13)"
Decision Tree Regressor,0.8514,2.5831,1.5891,0.5369,0.5172,0.3212,4.655,"(4, 6, 13)"
Gradient Boosting Regressor,1.1221,2.2677,1.4999,0.5919,0.5124,0.3762,4.995,"(4, 6, 13)"
Random Forest Regressor,0.9302,1.7926,1.3324,0.6808,0.4562,0.2927,5.697,"(4, 6, 15)"
Decision Tree Regressor,1.1018,3.9837,1.9677,0.2818,0.608,0.3899,4.701,"(4, 6, 15)"
Gradient Boosting Regressor,1.1047,2.2737,1.5038,0.5932,0.5103,0.3625,5.003,"(4, 6, 15)"
Decision Tree Regressor,0.7624,2.1755,1.4616,0.6187,0.4853,0.303,4.61,"(4, 6, 16)"
Random Forest Regressor,0.7946,1.31,1.1424,0.7702,0.4086,0.254,5.289,"(4, 6, 16)"
Gradient Boosting Regressor,1.0834,2.0821,1.4407,0.635,0.4937,0.3578,4.985,"(4, 6, 16)"
Random Forest Regressor,0.9422,1.7948,1.3378,0.7064,0.4486,0.2926,5.226,"(4, 6, 17)"
Decision Tree Regressor,1.1705,4.0596,2.008,0.3354,0.6263,0.4327,4.637,"(4, 6, 17)"
Gradient Boosting Regressor,1.2101,2.5929,1.6094,0.5754,0.5315,0.393,5.33,"(4, 6, 17)"
Random Forest Regressor,0.9393,1.8375,1.3536,0.6995,0.4519,0.2767,5.167,"(4, 8, 9)"
Decision Tree Regressor,1.0627,3.683,1.9076,0.4012,0.5681,0.3827,4.648,"(4, 8, 9)"
Gradient Boosting Regressor,1.2506,2.757,1.6591,0.5499,0.5361,0.3889,5.045,"(4, 8, 9)"
Decision Tree Regressor,0.9513,3.5357,1.8724,0.4773,0.5637,0.2959,4.606,"(4, 8, 10)"
Random Forest Regressor,1.0231,2.1071,1.449,0.6901,0.4782,0.2911,5.352,"(4, 8, 10)"
Gradient Boosting Regressor,1.3264,3.0618,1.7483,0.549,0.5592,0.3956,5.03,"(4, 8, 10)"
Random Forest Regressor,1.0132,2.0836,1.4418,0.6848,0.4799,0.2957,5.484,"(4, 8, 12)"
Decision Tree Regressor,1.0251,3.4784,1.8565,0.4762,0.5583,0.3782,4.668,"(4, 8, 12)"
Gradient Boosting Regressor,1.304,2.9652,1.7182,0.5524,0.5573,0.3963,5.09,"(4, 8, 12)"
Decision Tree Regressor,0.842,2.8484,1.6686,0.5457,0.5236,0.3069,4.821,"(4, 8, 13)"
Random Forest Regressor,0.8725,1.5666,1.2461,0.7487,0.427,0.2675,5.562,"(4, 8, 13)"
Gradient Boosting Regressor,1.2168,2.612,1.6131,0.5779,0.528,0.389,5.07,"(4, 8, 13)"
Random Forest Regressor,1.0601,2.1851,1.4753,0.6582,0.4901,0.3046,5.523,"(4, 8, 15)"
Decision Tree Regressor,1.1763,4.0822,2.0136,0.3571,0.6178,0.4011,4.675,"(4, 8, 15)"
Gradient Boosting Regressor,1.2363,2.7522,1.6559,0.5703,0.5442,0.3703,5.642,"(4, 8, 15)"
Random Forest Regressor,1.0021,1.9088,1.3774,0.6934,0.4626,0.3158,5.603,"(4, 8, 16)"
Decision Tree Regressor,1.1459,3.8511,1.9595,0.379,0.5826,0.4299,4.606,"(4, 8, 16)"
Gradient Boosting Regressor,1.2257,2.5757,1.6006,0.587,0.523,0.4132,4.957,"(4, 8, 16)"
Decision Tree Regressor,0.837,2.8923,1.6915,0.5606,0.5121,0.2805,4.514,"(4, 8, 17)"
Random Forest Regressor,0.9383,1.8094,1.3408,0.7229,0.4563,0.2755,5.242,"(4, 8, 17)"
Gradient Boosting Regressor,1.3002,2.9496,1.715,0.5476,0.5524,0.4038,4.89,"(4, 8, 17)"
Random Forest Regressor,0.9891,2.0244,1.4163,0.6856,0.4568,0.2965,5.309,"(4, 9, 10)"
Decision Tree Regressor,1.1477,4.0475,1.9981,0.3711,0.5961,0.3971,4.475,"(4, 9, 10)"
Gradient Boosting Regressor,1.2,2.6711,1.6301,0.5856,0.5199,0.3755,4.833,"(4, 9, 10)"
Random Forest Regressor,0.938,1.9314,1.3835,0.6974,0.4537,0.2804,4.947,"(4, 9, 12)"
Decision Tree Regressor,1.0714,3.9567,1.9788,0.3752,0.5846,0.3795,4.482,"(4, 9, 12)"
Gradient Boosting Regressor,1.1817,2.6189,1.6127,0.5898,0.5267,0.3877,4.851,"(4, 9, 12)"
Random Forest Regressor,0.9189,1.7511,1.3209,0.6848,0.4449,0.2933,5.228,"(4, 9, 13)"
Decision Tree Regressor,1.0354,3.7367,1.925,0.3183,0.5786,0.4157,4.791,"(4, 9, 13)"
Gradient Boosting Regressor,1.1202,2.2807,1.5092,0.5892,0.506,0.3828,4.881,"(4, 9, 13)"
Random Forest Regressor,0.9133,1.8058,1.3414,0.696,0.4463,0.2626,5.161,"(4, 9, 15)"
Decision Tree Regressor,1.0913,3.774,1.9287,0.3663,0.5865,0.4125,4.508,"(4, 9, 15)"
Gradient Boosting Regressor,1.1501,2.4611,1.5649,0.5863,0.5198,0.355,4.869,"(4, 9, 15)"
Random Forest Regressor,0.8755,1.5548,1.2433,0.7353,0.4323,0.2666,5.187,"(4, 9, 16)"
Decision Tree Regressor,0.99,3.2928,1.8072,0.4351,0.568,0.3612,4.487,"(4, 9, 16)"
Gradient Boosting Regressor,1.0971,2.1589,1.466,0.6323,0.4992,0.3585,4.863,"(4, 9, 16)"
Random Forest Regressor,0.9365,1.8884,1.3703,0.6985,0.4547,0.2756,5.147,"(4, 9, 17)"
Decision Tree Regressor,1.0273,3.6503,1.9019,0.4177,0.5668,0.3501,4.845,"(4, 9, 17)"
Gradient Boosting Regressor,1.1995,2.6351,1.618,0.5804,0.5285,0.3809,4.87,"(4, 9, 17)"
Random Forest Regressor,1.064,2.2583,1.4979,0.6808,0.4906,0.3158,5.135,"(4, 10, 12)"
Decision Tree Regressor,1.1418,4.1855,2.0308,0.406,0.6163,0.391,4.488,"(4, 10, 12)"
Gradient Boosting Regressor,1.2893,2.956,1.7156,0.5813,0.5501,0.4018,4.858,"(4, 10, 12)"
Random Forest Regressor,0.9124,1.6844,1.2935,0.7283,0.4473,0.2857,4.896,"(4, 10, 13)"
Decision Tree Regressor,0.9169,3.109,1.7459,0.5037,0.5413,0.3601,4.566,"(4, 10, 13)"
Gradient Boosting Regressor,1.2217,2.6287,1.6167,0.5764,0.5382,0.3951,4.896,"(4, 10, 13)"
Random Forest Regressor,1.0207,2.189,1.4752,0.6703,0.4833,0.2742,5.283,"(4, 10, 15)"
Gradient Boosting Regressor,1.2237,2.7751,1.6632,0.582,0.5372,0.3545,5.146,"(4, 10, 15)"
Decision Tree Regressor,1.2484,4.8883,2.1987,0.2664,0.6506,0.409,5421.811,"(4, 10, 15)"
Decision Tree Regressor,0.8324,2.631,1.6125,0.5869,0.5021,0.2897,4.697,"(4, 10, 16)"
Random Forest Regressor,0.9075,1.6833,1.2921,0.7362,0.4385,0.2686,6.008,"(4, 10, 16)"
Gradient Boosting Regressor,1.192,2.529,1.585,0.6037,0.5224,0.377,4.868,"(4, 10, 16)"
Decision Tree Regressor,0.957,3.509,1.8566,0.4967,0.5481,0.3213,4.742,"(4, 10, 17)"
Random Forest Regressor,1.0142,2.0996,1.443,0.6994,0.4723,0.2869,4.955,"(4, 10, 17)"
Gradient Boosting Regressor,1.2889,2.9415,1.7107,0.5777,0.5518,0.3856,4.98,"(4, 10, 17)"
Random Forest Regressor,0.9329,1.8174,1.341,0.7077,0.4585,0.2942,5.364,"(4, 12, 13)"
Decision Tree Regressor,0.9735,3.4095,1.8388,0.4499,0.5708,0.365,4.578,"(4, 12, 13)"
Gradient Boosting Regressor,1.1582,2.407,1.5461,0.6142,0.5245,0.388,4.984,"(4, 12, 13)"
Random Forest Regressor,1.0018,2.0666,1.436,0.6908,0.4797,0.2993,5.336,"(4, 12, 15)"
Gradient Boosting Regressor,1.1622,2.5547,1.597,0.6184,0.5277,0.3664,4.958,"(4, 12, 15)"
Decision Tree Regressor,1.1639,4.1058,2.0209,0.3886,0.6278,0.4554,4.569,"(4, 12, 15)"
Random Forest Regressor,0.979,1.882,1.3677,0.6962,0.4699,0.3033,5.317,"(4, 12, 16)"
Decision Tree Regressor,1.0909,3.703,1.9116,0.4041,0.6012,0.4124,4.616,"(4, 12, 16)"
Gradient Boosting Regressor,1.156,2.3895,1.5431,0.616,0.5196,0.3728,4.979,"(4, 12, 16)"
Random Forest Regressor,1.0538,2.1672,1.4652,0.6805,0.4852,0.3215,5.825,"(4, 12, 17)"
Decision Tree Regressor,1.1154,4.0359,2.001,0.398,0.6085,0.4078,4.73,"(4, 12, 17)"
Gradient Boosting Regressor,1.2054,2.6264,1.614,0.6133,0.5348,0.3762,5.085,"(4, 12, 17)"
Random Forest Regressor,0.9296,1.8472,1.3509,0.6914,0.4539,0.283,5.503,"(4, 13, 15)"
Decision Tree Regressor,1.0889,3.6468,1.9005,0.3886,0.5981,0.4029,4.779,"(4, 13, 15)"
Gradient Boosting Regressor,1.0988,2.2259,1.4869,0.627,0.4953,0.3604,5.105,"(4, 13, 15)"
Decision Tree Regressor,0.7335,2.0653,1.4293,0.6387,0.4864,0.3159,4.718,"(4, 13, 16)"
Random Forest Regressor,0.7944,1.2691,1.1235,0.7838,0.4027,0.2639,5.511,"(4, 13, 16)"
Gradient Boosting Regressor,1.0688,2.0031,1.4122,0.6584,0.4878,0.3684,5.237,"(4, 13, 16)"
Random Forest Regressor,0.9073,1.7288,1.3063,0.7211,0.4457,0.2835,5.524,"(4, 13, 17)"
Decision Tree Regressor,0.9497,3.1814,1.7671,0.4887,0.5494,0.3599,4.649,"(4, 13, 17)"
Gradient Boosting Regressor,1.2056,2.6053,1.6069,0.5789,0.5326,0.3872,5.128,"(4, 13, 17)"
Random Forest Regressor,0.9497,1.8252,1.3466,0.6962,0.4555,0.2799,5.744,"(4, 15, 16)"
Decision Tree Regressor,1.0393,3.3611,1.8159,0.4409,0.5629,0.3558,4.672,"(4, 15, 16)"
Gradient Boosting Regressor,1.0741,2.0836,1.4394,0.6522,0.4895,0.3469,5.055,"(4, 15, 16)"
Decision Tree Regressor,0.9029,3.201,1.7708,0.5048,0.5486,0.2888,4.687,"(4, 15, 17)"
Random Forest Regressor,0.9617,1.9936,1.4001,0.6946,0.4641,0.2616,5.155,"(4, 15, 17)"
Gradient Boosting Regressor,1.1966,2.6234,1.6108,0.5985,0.537,0.3514,5.141,"(4, 15, 17)"
Decision Tree Regressor,0.7898,2.521,1.5786,0.5996,0.4939,0.2752,4.628,"(4, 16, 17)"
Random Forest Regressor,0.8632,1.5432,1.2382,0.7557,0.4242,0.2612,5.337,"(4, 16, 17)"
Gradient Boosting Regressor,1.1718,2.435,1.5564,0.6135,0.5155,0.3781,5.02,"(4, 16, 17)"
Random Forest Regressor,0.9025,1.6208,1.2692,0.7205,0.4423,0.2631,5.405,"(5, 6, 8)"
Decision Tree Regressor,0.9462,3.1024,1.7511,0.4623,0.5508,0.3198,4.35,"(5, 6, 8)"
Gradient Boosting Regressor,1.2676,2.7711,1.6604,0.5229,0.5418,0.3991,5.028,"(5, 6, 8)"
Random Forest Regressor,0.873,1.5716,1.2519,0.7073,0.4268,0.2616,5.264,"(5, 6, 9)"
Decision Tree Regressor,0.9346,3.0024,1.7209,0.4418,0.526,0.3243,4.922,"(5, 6, 9)"
